experience_years,education_tier,skills_count,job_role,location_tier,certifications_count,projects_count,technical_expertise_score,salary
13.4,1,13,Backend Engineer,3,4,0,9.6,194200.0
2.4,2,9,Data Scientist,2,0,5,4.9,138400.0
4.0,3,14,Machine Learning Engineer,3,1,0,6.6,145600.0
3.1,2,4,Frontend Engineer,2,5,4,5.6,139000.0
0.7,2,23,Data Scientist,3,5,5,8.4,129400.0
2.5,3,7,Data Scientist,1,2,5,5.3,178300.0
3.1,2,13,Backend Engineer,2,5,6,6.6,170300.0
12.0,2,18,Software Engineer,2,5,5,9.7,218400.0
1.8,2,4,DevOps Engineer,3,2,2,3.8,124200.0
15.7,2,24,Cloud Architect,1,3,4,10.0,337000.0
3.1,2,18,Cloud Architect,2,5,6,7.7,189400.0
1.1,3,6,Data Scientist,2,4,1,5.6,155000.0
0.9,1,4,Data Scientist,1,1,6,3.7,138200.0
0.6,2,9,Software Engineer,2,5,0,7.4,130300.0
2.4,2,22,Software Engineer,3,2,5,6.7,113100.0
0.1,3,7,Frontend Engineer,1,4,5,4.1,136400.0
2.4,3,15,Machine Learning Engineer,2,1,3,6.4,161900.0
17.8,2,5,Cloud Architect,3,3,2,9.3,259000.0
4.4,2,20,Frontend Engineer,1,5,6,8.1,182900.0
5.7,2,9,Software Engineer,2,2,2,5.8,156400.0
0.5,2,15,DevOps Engineer,2,3,4,6.1,139300.0
2.6,2,18,Full Stack Engineer,3,5,0,8.3,133400.0
1.3,2,20,Software Engineer,2,3,5,6.8,136700.0
9.0,4,4,Frontend Engineer,2,2,5,5.4,182700.0
0.8,2,17,Backend Engineer,1,4,4,4.4,148000.0
2.5,2,5,Backend Engineer,2,4,6,5.6,152400.0
3.5,2,7,Machine Learning Engineer,3,3,2,5.0,143500.0
2.9,2,23,Data Scientist,1,3,0,7.3,183100.0
7.1,2,5,DevOps Engineer,1,5,2,6.4,223900.0
1.1,3,17,Backend Engineer,3,0,0,4.8,100800.0
1.9,1,21,Frontend Engineer,2,1,6,5.8,124700.0
6.3,4,11,Backend Engineer,2,5,2,7.0,193500.0
3.0,2,23,DevOps Engineer,3,3,3,7.9,139400.0
2.1,2,4,DevOps Engineer,3,3,5,5.2,126100.0
0.1,2,19,Full Stack Engineer,3,1,6,4.9,104500.0
5.6,2,10,Software Engineer,3,2,6,5.6,136900.0
14.3,2,9,Software Engineer,2,4,4,9.1,227500.0
3.9,2,22,Frontend Engineer,3,2,7,7.8,133200.0
7.8,2,13,Data Scientist,2,1,7,7.4,184900.0
2.9,3,9,DevOps Engineer,3,1,0,4.5,130800.0
1.1,2,13,Software Engineer,3,0,4,5.4,104900.0
0.1,2,22,Cloud Architect,1,5,0,6.1,165500.0
4.2,2,6,Backend Engineer,1,5,6,6.2,198700.0
2.7,2,23,DevOps Engineer,1,5,0,8.2,194300.0
6.1,2,6,Full Stack Engineer,3,5,5,5.5,153500.0
4.7,2,23,Cloud Architect,3,0,0,8.2,151900.0
17.7,2,9,Data Scientist,2,4,2,10.0,280500.0
2.9,2,20,Data Scientist,2,5,1,8.0,172900.0
2.2,3,21,Data Scientist,3,3,2,6.4,134000.0
1.4,3,13,Cloud Architect,1,1,1,5.2,183700.0
2.6,2,9,Software Engineer,1,0,5,5.2,149400.0
8.3,2,16,Machine Learning Engineer,2,2,5,6.9,219200.0
0.2,3,9,Data Scientist,3,5,2,5.5,121600.0
15.2,2,15,Cloud Architect,3,0,1,9.2,230200.0
20.0,2,17,Cloud Architect,1,2,7,9.7,377500.0
3.6,3,20,Frontend Engineer,1,0,7,6.5,161100.0
1.6,1,11,Backend Engineer,2,2,6,4.3,125000.0
1.0,3,8,Machine Learning Engineer,3,0,7,3.6,127100.0
1.3,2,7,Full Stack Engineer,2,0,5,3.9,125800.0
0.2,2,9,Backend Engineer,2,5,0,5.9,128300.0
2.6,2,14,Frontend Engineer,1,4,0,6.1,145100.0
0.2,3,8,Frontend Engineer,3,3,1,5.0,104000.0
5.1,2,17,DevOps Engineer,1,1,7,6.2,205400.0
1.9,2,13,Machine Learning Engineer,1,3,1,5.6,180200.0
0.9,3,14,Backend Engineer,3,4,4,6.9,121600.0
3.1,3,6,Software Engineer,3,5,0,5.3,124400.0
14.6,3,11,DevOps Engineer,2,2,2,9.0,249800.0
4.8,2,24,Frontend Engineer,2,3,4,8.0,154900.0
2.7,3,8,Data Scientist,1,1,6,4.6,180400.0
6.0,2,23,Full Stack Engineer,1,5,7,8.0,214300.0
5.3,2,24,Cloud Architect,1,1,1,6.8,225300.0
8.9,3,13,Full Stack Engineer,2,2,6,6.9,202500.0
0.9,2,11,Frontend Engineer,1,1,5,4.8,126000.0
7.8,2,24,Data Scientist,3,4,2,9.4,179600.0
1.4,2,12,Backend Engineer,1,3,3,5.5,156800.0
11.3,3,18,Cloud Architect,2,1,3,8.2,252100.0
1.3,2,4,Full Stack Engineer,2,3,6,4.7,140300.0
10.5,2,8,Data Scientist,2,0,6,6.9,212000.0
13.3,2,18,Data Scientist,1,3,7,9.8,290800.0
0.6,2,7,Software Engineer,3,2,5,3.8,98200.0
14.7,3,22,Frontend Engineer,2,4,3,10.0,228700.0
0.4,2,13,Data Scientist,2,5,5,6.9,147800.0
1.0,2,5,DevOps Engineer,2,1,2,3.4,121500.0
2.3,3,8,Backend Engineer,1,5,5,6.1,189900.0
20.0,2,21,Full Stack Engineer,2,4,6,10.0,273000.0
2.7,2,9,DevOps Engineer,2,3,1,5.3,142200.0
3.2,1,13,Software Engineer,3,1,2,6.6,115500.0
4.7,3,18,Backend Engineer,3,4,4,7.6,163000.0
13.8,2,12,Full Stack Engineer,1,2,4,9.4,271700.0
6.1,2,16,Frontend Engineer,1,0,3,6.5,180100.0
1.0,2,21,Backend Engineer,1,0,7,6.0,148800.0
1.4,2,10,Cloud Architect,3,2,6,4.8,132700.0
0.4,3,5,Full Stack Engineer,1,5,1,4.9,157100.0
4.1,3,19,Software Engineer,2,0,6,6.6,158600.0
0.8,2,5,Cloud Architect,2,2,4,4.7,142800.0
1.2,2,7,DevOps Engineer,2,3,0,5.4,133500.0
8.8,3,5,Full Stack Engineer,1,5,6,7.5,244200.0
1.6,2,20,Cloud Architect,1,5,0,6.5,191500.0
3.3,2,9,Data Scientist,2,2,3,5.0,152100.0
2.0,3,13,Software Engineer,1,0,6,5.6,161100.0
0.3,2,17,Backend Engineer,1,3,3,4.8,144000.0
1.8,2,18,Cloud Architect,1,5,3,7.3,210100.0
2.1,1,24,Machine Learning Engineer,2,2,7,6.9,162100.0
9.0,3,15,Cloud Architect,1,2,4,8.2,277300.0
1.6,2,22,Frontend Engineer,1,5,1,7.8,156000.0
1.9,3,14,DevOps Engineer,1,5,5,6.3,186200.0
6.1,4,4,Software Engineer,1,3,5,5.5,204000.0
5.7,4,11,DevOps Engineer,2,5,3,6.9,196200.0
6.4,3,9,Software Engineer,1,1,2,6.3,189400.0
12.3,1,15,Software Engineer,2,0,3,6.5,188000.0
6.3,3,23,Full Stack Engineer,1,5,7,8.9,231200.0
2.1,1,19,Cloud Architect,3,1,6,5.6,129200.0
6.9,3,21,Data Scientist,1,3,5,8.3,245100.0
2.8,2,15,Machine Learning Engineer,3,3,5,6.6,147900.0
1.3,2,23,Frontend Engineer,3,4,5,6.3,107200.0
1.4,1,5,Cloud Architect,2,4,7,5.0,154700.0
1.0,3,10,DevOps Engineer,3,3,7,5.4,120000.0
0.6,2,12,Frontend Engineer,1,4,4,5.8,138700.0
0.8,2,21,Data Scientist,1,2,1,6.3,150300.0
0.3,3,12,Full Stack Engineer,1,1,3,4.1,143300.0
8.8,2,11,Full Stack Engineer,1,3,0,6.8,216900.0
10.7,1,4,Data Scientist,1,2,3,5.9,242200.0
3.5,2,8,DevOps Engineer,2,0,3,5.2,148900.0
7.3,1,19,Data Scientist,1,0,1,7.0,199600.0
0.8,2,17,Backend Engineer,1,4,2,6.4,147100.0
9.3,4,16,Full Stack Engineer,1,4,7,7.4,258200.0
2.8,2,14,DevOps Engineer,2,2,3,6.0,145500.0
0.3,2,23,Software Engineer,3,0,3,6.2,94500.0
0.6,2,16,Cloud Architect,2,5,5,5.5,169500.0
1.5,4,18,Frontend Engineer,2,3,7,6.1,145300.0
0.2,2,19,Full Stack Engineer,1,5,4,5.9,154600.0
1.5,2,16,Data Scientist,3,1,1,5.3,118900.0
0.2,2,11,Software Engineer,1,4,4,5.0,144000.0
1.1,3,21,Cloud Architect,3,2,5,6.6,152300.0
1.2,3,22,Cloud Architect,2,5,3,7.6,180200.0
20.0,2,18,Cloud Architect,1,4,3,10.0,377600.0
1.1,2,13,Backend Engineer,3,2,0,5.4,101900.0
1.1,2,7,Machine Learning Engineer,3,0,4,4.3,117200.0
4.6,2,9,Backend Engineer,2,4,5,6.1,166000.0
7.8,2,11,Software Engineer,1,5,1,7.1,200900.0
2.0,2,10,Cloud Architect,2,2,6,5.8,165200.0
8.3,2,15,DevOps Engineer,1,2,6,8.2,243000.0
1.7,3,21,DevOps Engineer,1,5,6,7.9,197900.0
0.9,1,21,Software Engineer,1,4,3,7.0,147800.0
1.6,2,22,DevOps Engineer,2,1,0,5.8,132800.0
3.8,2,7,Data Scientist,2,3,0,6.4,153100.0
1.8,2,4,DevOps Engineer,1,0,6,4.3,156000.0
4.5,2,8,Machine Learning Engineer,3,5,2,7.8,170400.0
1.1,2,10,Data Scientist,1,5,1,5.3,160100.0
4.8,3,14,Frontend Engineer,1,4,6,7.6,194000.0
1.7,4,24,DevOps Engineer,2,4,0,7.8,158900.0
2.4,3,24,Machine Learning Engineer,3,1,1,6.6,141800.0
3.3,2,14,Machine Learning Engineer,3,0,6,6.3,145900.0
4.6,3,13,Frontend Engineer,3,4,3,7.2,133500.0
1.1,2,10,Backend Engineer,1,1,6,4.2,156600.0
7.2,2,19,Software Engineer,3,5,7,8.5,158900.0
5.1,2,4,Backend Engineer,3,3,2,5.1,133100.0
1.1,2,4,DevOps Engineer,1,2,5,4.1,154200.0
14.8,3,15,DevOps Engineer,2,3,7,9.8,261600.0
4.4,2,19,Data Scientist,2,3,7,7.9,175800.0
2.4,2,8,Full Stack Engineer,2,3,1,5.6,135100.0
0.7,2,17,DevOps Engineer,3,3,7,5.7,123400.0
3.0,3,21,DevOps Engineer,1,2,5,7.1,193100.0
0.7,3,12,Data Scientist,2,5,2,6.6,161600.0
2.2,2,5,Full Stack Engineer,1,0,5,3.0,144200.0
2.1,2,15,Cloud Architect,2,0,1,5.4,156200.0
5.1,3,13,Cloud Architect,3,5,5,7.2,188800.0
0.9,2,5,Cloud Architect,1,1,1,4.7,161400.0
6.9,2,18,Software Engineer,1,1,4,7.4,191100.0
1.6,2,7,Software Engineer,3,4,7,5.7,109900.0
2.3,2,22,Cloud Architect,3,3,2,6.8,150000.0
5.9,2,7,Machine Learning Engineer,2,3,1,6.2,196900.0
3.9,2,12,Software Engineer,1,2,4,6.6,165000.0
1.5,2,16,Frontend Engineer,2,3,4,6.1,123900.0
2.0,3,13,Frontend Engineer,3,2,2,5.8,107200.0
1.5,1,17,Cloud Architect,3,4,3,5.7,135500.0
3.6,2,6,Full Stack Engineer,1,1,2,4.9,163000.0
1.6,2,6,Backend Engineer,2,1,1,3.2,125600.0
5.2,1,23,Machine Learning Engineer,1,4,3,7.9,219000.0
3.5,2,19,Backend Engineer,1,4,7,7.4,186000.0
0.6,4,12,Full Stack Engineer,2,5,2,6.6,148800.0
1.5,2,17,Frontend Engineer,1,3,2,5.7,139400.0
1.0,2,19,Data Scientist,1,1,7,6.1,166600.0
2.0,2,12,DevOps Engineer,2,0,2,5.8,135000.0
2.9,2,8,Cloud Architect,2,4,7,5.5,185900.0
2.8,4,16,Machine Learning Engineer,3,1,2,5.0,143900.0
5.6,2,18,Full Stack Engineer,2,1,3,7.0,164200.0
0.8,3,7,Backend Engineer,2,2,1,3.9,122400.0
11.7,4,17,Full Stack Engineer,1,1,4,7.8,255800.0
1.7,2,23,Full Stack Engineer,1,4,2,7.9,176000.0
1.4,2,23,Software Engineer,2,3,7,8.1,139400.0
4.6,2,10,Cloud Architect,1,1,4,5.1,208900.0
6.5,3,7,Frontend Engineer,3,0,4,5.0,136100.0
1.9,2,20,Machine Learning Engineer,2,4,4,6.8,171900.0
5.5,2,12,Software Engineer,1,3,2,6.4,191000.0
8.6,2,7,Frontend Engineer,2,5,2,8.7,184400.0
5.8,2,6,Cloud Architect,3,3,5,5.8,170400.0
0.1,3,22,Full Stack Engineer,1,4,2,6.6,167000.0
7.0,2,12,Frontend Engineer,1,5,6,8.7,208300.0
6.0,2,11,Backend Engineer,3,3,2,7.1,146000.0
4.4,2,10,Cloud Architect,1,0,0,5.9,201600.0
5.7,2,10,Machine Learning Engineer,1,1,1,5.4,209000.0
15.5,2,7,Cloud Architect,1,4,0,8.6,328700.0
2.3,2,22,Cloud Architect,2,1,5,5.9,160100.0
0.3,2,15,Software Engineer,2,1,6,5.7,125100.0
2.5,2,23,Machine Learning Engineer,2,3,3,8.0,173700.0
0.2,1,9,Full Stack Engineer,3,4,6,5.0,104300.0
1.4,2,15,Backend Engineer,3,1,0,5.2,114800.0
3.5,3,23,Frontend Engineer,3,2,0,7.1,117900.0
1.5,3,7,DevOps Engineer,2,0,0,3.3,130700.0
4.6,2,5,Frontend Engineer,1,5,1,5.9,167000.0
6.9,2,18,Backend Engineer,3,3,4,8.2,159600.0
2.2,3,9,DevOps Engineer,1,4,3,5.3,183000.0
9.2,2,21,Frontend Engineer,3,4,3,9.1,161900.0
0.3,3,24,Software Engineer,1,3,6,6.1,158400.0
7.3,3,8,Data Scientist,3,1,1,6.0,159200.0
7.1,2,7,Frontend Engineer,3,3,5,6.2,145500.0
1.6,2,14,Full Stack Engineer,1,4,6,5.5,172000.0
1.4,2,14,Frontend Engineer,1,2,0,6.1,135000.0
1.5,2,12,Machine Learning Engineer,1,1,4,5.6,173400.0
6.7,3,6,Full Stack Engineer,2,5,6,6.3,190600.0
7.1,3,14,Frontend Engineer,1,3,6,7.2,201300.0
1.6,1,5,Frontend Engineer,2,4,2,5.2,111500.0
3.6,2,12,Cloud Architect,1,5,6,5.7,226600.0
0.6,2,13,Full Stack Engineer,1,4,1,5.1,136900.0
2.5,2,14,Software Engineer,2,4,5,7.3,144900.0
20.0,2,6,DevOps Engineer,2,2,4,8.7,278700.0
0.7,3,20,DevOps Engineer,1,1,5,6.6,172000.0
11.8,2,14,Data Scientist,2,3,1,7.7,223100.0
7.0,2,20,Data Scientist,3,1,1,7.8,160700.0
14.3,1,22,DevOps Engineer,1,4,2,10.0,281400.0
0.8,2,7,Software Engineer,1,2,5,4.5,142900.0
1.0,2,5,Frontend Engineer,3,5,4,6.5,110600.0
0.1,2,17,Data Scientist,1,2,5,4.9,152100.0
5.2,2,18,Software Engineer,1,4,6,8.0,194200.0
4.1,3,6,Software Engineer,2,1,5,5.4,147000.0
0.8,2,23,Data Scientist,1,5,7,9.5,192800.0
6.3,2,16,DevOps Engineer,1,1,0,6.1,194900.0
1.4,3,16,Full Stack Engineer,3,2,5,5.5,121100.0
0.6,3,21,Backend Engineer,1,5,4,7.7,174800.0
2.2,2,23,DevOps Engineer,3,0,6,6.2,129600.0
0.4,2,24,Full Stack Engineer,1,2,4,6.3,150700.0
1.2,3,10,DevOps Engineer,3,5,7,6.6,135700.0
1.9,1,19,Frontend Engineer,2,2,7,6.2,117800.0
7.6,2,19,Full Stack Engineer,1,3,0,7.6,219100.0
6.3,2,9,Machine Learning Engineer,2,2,2,6.7,187500.0
2.3,2,9,Backend Engineer,3,0,4,4.9,110900.0
5.2,2,7,DevOps Engineer,1,5,5,6.4,214100.0
3.4,2,6,Cloud Architect,2,5,5,5.8,196900.0
1.7,3,4,Backend Engineer,2,2,0,3.9,130600.0
5.2,3,6,Software Engineer,3,1,1,5.7,131900.0
4.6,4,22,Machine Learning Engineer,2,3,1,7.5,199100.0
3.9,1,12,Frontend Engineer,1,3,6,5.8,158900.0
3.8,2,17,Software Engineer,1,2,0,5.8,157300.0
4.6,3,22,Full Stack Engineer,2,3,1,7.9,168500.0
1.9,2,22,Full Stack Engineer,3,3,4,6.7,126600.0
8.1,2,16,Data Scientist,1,2,0,6.3,218600.0
0.7,2,19,Software Engineer,2,0,5,4.7,118500.0
8.6,2,11,Machine Learning Engineer,1,5,6,7.8,269000.0
1.7,2,19,Software Engineer,2,2,6,6.2,127600.0
0.5,2,12,Software Engineer,2,1,7,4.7,123400.0
3.7,4,12,Software Engineer,2,4,4,6.3,159500.0
1.9,2,6,Backend Engineer,3,0,3,3.3,101200.0
6.8,4,10,Data Scientist,1,2,2,6.0,228200.0
2.3,3,23,DevOps Engineer,1,0,5,7.0,184500.0
4.4,2,21,Frontend Engineer,3,4,5,8.4,131300.0
1.5,3,5,Frontend Engineer,1,3,2,5.2,142500.0
0.9,2,4,Cloud Architect,2,3,2,4.9,152100.0
2.0,2,15,Frontend Engineer,2,4,0,7.0,128700.0
3.7,2,19,Cloud Architect,2,3,3,6.4,183300.0
4.3,2,15,Backend Engineer,1,0,7,5.9,179900.0
3.5,2,24,Data Scientist,1,3,2,7.0,185000.0
17.7,2,13,Machine Learning Engineer,2,4,4,9.5,290900.0
4.7,2,12,Data Scientist,1,4,5,7.0,219900.0
10.7,2,24,Cloud Architect,2,5,2,10.0,262300.0
0.5,2,21,Backend Engineer,2,4,3,6.7,134900.0
0.3,2,7,Machine Learning Engineer,1,1,4,5.2,153900.0
1.5,2,11,Software Engineer,1,0,4,4.8,142500.0
0.6,3,24,Full Stack Engineer,3,4,0,6.8,115400.0
3.0,2,7,Software Engineer,2,5,7,5.4,137600.0
2.9,3,19,Frontend Engineer,2,0,0,6.6,128800.0
3.4,2,24,Software Engineer,3,5,1,8.3,131100.0
5.5,2,24,Backend Engineer,2,1,3,8.0,167000.0
14.2,2,11,Frontend Engineer,3,0,6,6.3,168300.0
8.4,1,10,Full Stack Engineer,1,2,4,7.1,206900.0
0.5,4,16,Machine Learning Engineer,3,1,3,5.0,127300.0
1.7,1,11,Cloud Architect,1,1,2,4.2,160500.0
1.2,2,10,Cloud Architect,3,3,6,5.4,130800.0
0.8,2,8,Machine Learning Engineer,3,4,5,6.0,124300.0
3.1,2,21,Cloud Architect,1,1,2,8.0,207000.0
3.2,3,22,Frontend Engineer,2,0,5,6.6,139900.0
1.0,2,13,DevOps Engineer,2,2,7,5.0,142500.0
5.0,3,14,DevOps Engineer,1,0,1,5.5,189400.0
5.3,2,11,Software Engineer,3,0,7,6.2,126700.0
0.1,2,9,DevOps Engineer,1,2,7,4.1,137000.0
2.0,2,14,Cloud Architect,3,5,4,7.1,150200.0
8.8,2,19,Data Scientist,1,3,5,8.6,250000.0
2.9,3,7,Data Scientist,2,4,7,5.9,180900.0
1.7,2,5,Machine Learning Engineer,1,1,4,3.4,165600.0
1.2,2,16,Data Scientist,1,4,5,6.2,168300.0
1.1,4,10,Frontend Engineer,2,3,1,4.5,123200.0
0.4,2,20,Data Scientist,2,5,2,6.7,139700.0
6.8,2,16,Backend Engineer,1,2,4,7.8,207000.0
0.4,2,13,Machine Learning Engineer,3,4,6,6.6,137800.0
1.4,2,16,Full Stack Engineer,1,0,7,5.4,156900.0
0.2,2,13,Data Scientist,3,1,5,4.6,105900.0
6.1,1,10,Backend Engineer,2,1,3,7.0,161900.0
0.2,3,13,Backend Engineer,2,5,4,5.7,135200.0
1.5,2,19,Frontend Engineer,1,3,5,5.9,138100.0
3.4,3,6,Machine Learning Engineer,2,3,7,5.9,195600.0
2.1,2,7,Frontend Engineer,2,2,5,5.2,115400.0
1.3,2,7,Full Stack Engineer,1,3,2,4.7,142000.0
1.3,3,7,Full Stack Engineer,1,4,4,5.4,175800.0
6.4,3,19,Cloud Architect,1,1,4,7.4,249500.0
14.6,2,12,Software Engineer,1,2,0,8.8,247000.0
1.7,2,9,Full Stack Engineer,1,3,5,5.7,165600.0
0.2,3,13,Machine Learning Engineer,1,0,7,4.3,166700.0
0.1,4,7,DevOps Engineer,2,1,7,4.5,134600.0
5.7,4,15,DevOps Engineer,1,2,4,6.8,221000.0
3.2,2,13,Machine Learning Engineer,1,1,5,5.4,195900.0
6.1,2,15,Cloud Architect,1,4,1,7.4,238800.0
4.8,2,22,Cloud Architect,2,5,1,8.3,207000.0
9.5,3,22,Frontend Engineer,1,3,3,8.1,224500.0
8.7,2,4,Backend Engineer,2,5,4,6.8,187000.0
6.2,2,7,Software Engineer,2,3,3,6.3,162900.0
2.6,3,16,DevOps Engineer,2,3,2,5.7,158700.0
1.5,2,11,Cloud Architect,1,0,5,4.3,164200.0
2.8,3,17,DevOps Engineer,2,4,2,8.4,170400.0
2.8,2,19,Full Stack Engineer,1,0,0,5.3,157500.0
3.8,2,5,Backend Engineer,3,4,0,5.5,125800.0
0.8,2,11,Frontend Engineer,3,4,7,5.2,98900.0
4.3,2,16,Cloud Architect,2,4,4,7.1,202900.0
2.4,2,4,Data Scientist,3,3,4,4.5,129600.0
3.9,2,15,Software Engineer,2,3,7,6.5,154400.0
1.1,1,20,Machine Learning Engineer,1,3,3,6.1,167500.0
2.3,4,10,Backend Engineer,1,0,7,5.4,181500.0
0.9,2,19,Frontend Engineer,2,2,3,6.2,119200.0
8.3,2,17,Frontend Engineer,3,5,4,8.0,157000.0
2.7,2,13,Software Engineer,3,4,6,6.9,123900.0
1.0,2,6,Software Engineer,2,0,7,3.4,106300.0
0.2,4,15,Cloud Architect,1,3,4,4.8,191800.0
4.5,2,11,Full Stack Engineer,2,5,0,6.9,169600.0
1.0,2,19,Full Stack Engineer,3,3,0,7.6,113400.0
18.3,3,4,Machine Learning Engineer,2,2,0,7.5,293900.0
3.1,2,20,Machine Learning Engineer,2,3,4,6.3,171600.0
1.4,2,9,Cloud Architect,2,4,7,6.1,171700.0
4.3,3,4,Software Engineer,3,1,3,4.5,133000.0
1.3,3,18,Software Engineer,3,5,1,7.3,120900.0
6.9,2,16,Backend Engineer,1,3,1,7.0,203200.0
1.5,2,9,Full Stack Engineer,1,2,3,5.1,143200.0
17.8,3,24,Frontend Engineer,3,5,3,10.0,212900.0
3.7,2,16,DevOps Engineer,3,1,7,5.4,132200.0
7.4,3,7,DevOps Engineer,1,5,6,7.8,247400.0
0.3,4,4,DevOps Engineer,2,4,3,5.2,146600.0
1.7,2,13,Cloud Architect,3,4,0,5.3,134900.0
5.3,2,7,Full Stack Engineer,3,4,2,6.7,144000.0
4.3,2,16,Full Stack Engineer,3,2,6,6.6,137300.0
0.9,2,7,Software Engineer,1,1,4,4.4,139500.0
1.8,2,19,DevOps Engineer,2,4,0,7.1,155700.0
1.2,4,12,Software Engineer,1,3,1,5.4,162600.0
3.8,2,7,Full Stack Engineer,3,1,4,5.1,131100.0
1.7,2,23,Data Scientist,1,4,3,7.5,185400.0
1.5,3,11,Data Scientist,2,1,7,5.4,153800.0
0.9,2,7,Machine Learning Engineer,2,5,5,4.7,161900.0
2.1,2,12,Full Stack Engineer,3,3,6,6.6,120500.0
0.9,1,14,DevOps Engineer,2,0,6,4.2,115900.0
13.1,2,8,Cloud Architect,1,4,1,8.9,309100.0
0.7,3,12,Data Scientist,2,3,3,5.6,143600.0
9.8,2,11,Cloud Architect,1,2,5,6.6,274700.0
2.2,2,7,Cloud Architect,1,5,3,6.2,200900.0
1.9,2,23,Machine Learning Engineer,3,4,3,6.9,144700.0
1.1,3,4,Machine Learning Engineer,2,0,4,4.4,143400.0
4.0,3,23,Full Stack Engineer,2,5,1,7.8,171800.0
4.6,2,16,Machine Learning Engineer,2,3,1,6.1,181500.0
2.5,3,8,Software Engineer,3,5,3,7.0,138900.0
0.2,2,23,Software Engineer,3,3,7,6.8,105900.0
10.0,2,24,Software Engineer,2,1,0,9.2,188800.0
15.7,3,13,Frontend Engineer,3,4,7,9.2,195100.0
2.3,2,19,Cloud Architect,2,0,7,4.7,157900.0
3.8,2,11,Software Engineer,2,2,2,6.9,141400.0
2.4,2,15,DevOps Engineer,3,1,5,5.7,126100.0
1.6,2,6,Software Engineer,1,4,0,5.6,150600.0
0.3,2,7,Full Stack Engineer,2,0,4,4.3,116800.0
2.4,1,20,Data Scientist,3,1,7,6.1,121300.0
6.8,2,24,DevOps Engineer,1,0,5,7.7,215800.0
0.1,2,23,Data Scientist,1,5,2,8.2,169300.0
3.5,2,16,Software Engineer,2,0,0,5.8,132000.0
8.5,2,9,Cloud Architect,1,1,7,7.1,256800.0
1.0,3,6,Software Engineer,3,1,5,3.1,103400.0
0.8,2,17,Software Engineer,1,4,6,7.1,157700.0
5.9,4,10,Machine Learning Engineer,1,1,1,5.1,228500.0
1.2,3,6,Full Stack Engineer,3,5,0,6.1,124400.0
0.9,2,9,Full Stack Engineer,1,4,7,5.7,164100.0
1.9,1,16,Cloud Architect,2,0,3,5.3,140400.0
2.0,2,17,Full Stack Engineer,3,1,4,5.8,114800.0
8.3,2,18,Data Scientist,3,4,0,8.3,177100.0
3.9,1,19,DevOps Engineer,3,4,5,7.0,138600.0
2.1,2,4,DevOps Engineer,1,2,0,4.5,161100.0
3.1,2,18,Frontend Engineer,1,4,5,8.4,171700.0
12.3,3,10,Data Scientist,1,4,7,9.3,285900.0
0.5,3,12,Full Stack Engineer,1,2,2,4.6,150400.0
0.9,2,18,Cloud Architect,2,3,3,6.5,159100.0
13.1,2,17,Backend Engineer,1,5,7,9.9,271600.0
12.6,1,22,Frontend Engineer,2,1,6,9.0,193400.0
0.8,2,21,Software Engineer,1,2,2,5.7,133100.0
0.6,3,12,Machine Learning Engineer,2,4,6,6.1,168300.0
2.2,3,4,Data Scientist,1,4,7,5.7,194000.0
0.2,2,15,Machine Learning Engineer,1,1,4,4.7,150000.0
4.3,2,13,Frontend Engineer,2,5,7,8.3,164100.0
0.3,2,10,Cloud Architect,2,0,4,5.2,141200.0
0.2,3,17,DevOps Engineer,3,2,5,6.0,118100.0
2.7,2,4,Cloud Architect,3,3,3,4.3,136400.0
12.7,2,18,Backend Engineer,2,1,2,8.9,212900.0
2.2,3,4,Frontend Engineer,2,1,3,4.5,122000.0
1.8,3,16,Data Scientist,1,2,7,6.3,188800.0
20.0,3,23,Full Stack Engineer,1,4,2,10.0,318000.0
3.0,2,5,Software Engineer,3,4,5,5.5,123600.0
1.9,2,6,Full Stack Engineer,1,3,5,6.3,165600.0
2.0,2,7,Full Stack Engineer,1,2,5,5.2,163900.0
0.9,3,19,Cloud Architect,1,1,1,5.6,179500.0
2.9,3,15,Data Scientist,1,2,3,7.6,197400.0
2.3,3,7,Full Stack Engineer,3,0,7,4.9,120200.0
1.3,2,15,Cloud Architect,1,1,6,5.1,174300.0
0.7,3,10,Full Stack Engineer,2,3,4,5.3,135200.0
1.5,2,23,Data Scientist,1,3,2,7.4,177400.0
2.8,1,6,Cloud Architect,2,1,1,4.6,154500.0
0.2,1,8,Data Scientist,2,4,4,5.3,126500.0
0.7,2,15,Backend Engineer,1,1,2,4.8,133500.0
11.8,2,15,Full Stack Engineer,3,1,1,7.0,168500.0
3.1,3,23,Frontend Engineer,1,0,4,6.6,158700.0
0.3,3,10,DevOps Engineer,2,1,4,4.6,131100.0
4.7,1,15,Software Engineer,2,5,1,7.8,162100.0
0.3,2,5,Machine Learning Engineer,3,5,4,4.8,126200.0
5.4,2,17,Software Engineer,1,2,2,6.2,181500.0
5.5,2,19,Data Scientist,1,2,6,6.7,207100.0
4.2,2,10,Cloud Architect,1,3,2,6.8,219300.0
5.3,3,7,Machine Learning Engineer,1,4,4,6.0,234000.0
0.4,2,23,Data Scientist,1,3,0,6.5,153800.0
5.2,3,8,DevOps Engineer,1,0,5,5.1,197100.0
0.6,3,17,Cloud Architect,2,1,1,5.1,149600.0
1.7,2,12,DevOps Engineer,3,3,0,5.3,119900.0
11.4,2,8,Backend Engineer,1,1,2,6.6,237700.0
